course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Critical Thinking Strategies For Better Decisions,3475640,4.35,37513,19627,1 hour,English,Paid,John Rampton,380776,1,23,2020-11-19,2020-12-16,799.0,449.0,All Levels,Personal Development,Critical Thinking,Yes,Upgrade your problem solving skills and optimize business outcomes by applying the critical thinking process.,https://www.udemy.com/course/critical-thinking-strategies/,https://img-c.udemycdn.com/course/750x422/3475640_27f2_3.jpg
Goal Setting Mastery Course,1350272,4.39,31725,18761,1.5 hours,English,Paid,Himesh Trivedi,11913992,1,26,2017-09-19,2021-11-08,3499.0,449.0,All Levels,Personal Development,Goal Setting,No,"Define your WHY and align it to your goals & create a step by step blueprint to plan, implement & achieve your goals",https://www.udemy.com/course/goal-setting-mastery-course/,https://img-c.udemycdn.com/course/750x422/1350272_45ed_4.jpg
SELF-CONFIDENCE: 40-minute Confidence & Self Esteem Guide,989196,4.57,70330,18261,4.5 hours,English,Paid,Jimmy Naraine and Jimmy Naraine Support,"1859852, 137189967",2,43,2016-11-01,2022-11-07,3499.0,449.0,All Levels,Personal Development,Confidence,Yes,"4h of NEW Content! Boost Your Confidence & Self Esteem, Handle Fear of Rejection,Learn Powerful Body Language,Feel Great",https://www.udemy.com/course/self-confidence-40-minute-confidence-self-esteem-guide/,https://img-c.udemycdn.com/course/750x422/989196_01e2_3.jpg
Successful Negotiation: Master Your Negotiating Skills,477888,4.55,62301,17430,2 hours,English,Paid,Chris Croft,12250180,1,41,2015-05-08,2020-03-28,3299.0,449.0,All Levels,Personal Development,Negotiation,Yes,Master negotiation with these negotiating tips,https://www.udemy.com/course/a-practical-guide-to-negotiating/,https://img-c.udemycdn.com/course/750x422/477888_34f6.jpg
Working Remotely: How To Succeed In The New Workplace,1561606,4.45,43169,16456,2 hours,English,Paid,Clare Lynch,8286392,1,39,2018-05-01,2022-10-19,1699.0,449.0,All Levels,Personal Development,Working Remotely,No,A how-to guide for remote workers - and those who work with them,https://www.udemy.com/course/working-remotely/,https://img-c.udemycdn.com/course/750x422/1561606_2818.jpg
Active Listening Masterclass,1299614,4.47,43802,15919,31 mins,English,Paid,Everett Bowes,14687140,1,14,2017-07-28,2022-06-24,799.0,449.0,All Levels,Personal Development,Listening Skills,No,Stop Hearing; Start Listening. Transform Your Business Now.,https://www.udemy.com/course/active-listening/,https://img-c.udemycdn.com/course/750x422/1299614_5ed9_3.jpg
"Growth Mindset: The Key to Confidence, Impact & Fulfillment",2787956,4.45,36216,15959,1 hour,English,Paid,Diane Flynn,31246304,1,20,2020-03-06,2020-07-27,1299.0,449.0,All Levels,Personal Development,Growth Mindset,Yes,"Discover how your mindset can expand possibilities and fulfillment, in your career and in life! Certification available",https://www.udemy.com/course/growth-mindset-the-key-to-greater-confidence-and-impact/,https://img-c.udemycdn.com/course/750x422/2787956_f2a8_4.jpg
Professional Life Coach Certification & Guide (Accredited),789146,4.6,56799,15828,13 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,118,2016-03-29,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Coach Training,Yes,"Become a certified life coach & grow your life coaching business! Done-for-you forms, tools, processes & best practices",https://www.udemy.com/course/life-coaching-a-complete-guide/,https://img-c.udemycdn.com/course/750x422/789146_6b10_4.jpg
Neuroplasticity: How To Rewire Your Brain,836842,4.63,107044,14979,4 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,36,2016-07-26,2021-07-22,3499.0,449.0,All Levels,Personal Development,Neuroplasticity,Yes,"How to develop mental flexibility, change habits, stop procrastination and alter memories based on neuroscience research",https://www.udemy.com/course/neuroplasticity/,https://img-c.udemycdn.com/course/750x422/836842_38ab_5.jpg
Work From Home: Where to Start and How to Succeed,1458490,4.56,30737,14703,1.5 hours,English,Paid,Reneice Charles,30011862,1,27,2018-01-16,2018-01-18,2799.0,449.0,Beginner Level,Personal Development,Personal Productivity,No,"How to get started,  organized, increase efficiency, and maximize productivity while working in your home environment.",https://www.udemy.com/course/working-effectively-from-home/,https://img-c.udemycdn.com/course/750x422/1458490_7d52_2.jpg
Practical Time Management - Personal Productivity Tools,2600276,4.59,25565,13994,1.5 hours,English,Paid,Piotr Nabielec,28375170,1,29,2019-11-05,2022-08-18,999.0,449.0,All Levels,Personal Development,Time Management,No,Time management tools that will improve your productivity and work and life satisfaction,https://www.udemy.com/course/practical-time-management-nabielec/,https://img-c.udemycdn.com/course/750x422/2600276_ae1f_2.jpg
Tactics for Tackling Difficult People in Life and Work,816354,4.54,36666,13925,1 hour,English,Paid,Barry Winbolt and Skill Boosters,"21838276, 22673930",2,11,2016-04-29,2018-07-06,1999.0,449.0,All Levels,Personal Development,Communication Skills,No,Recognise and use four key skills of self-empowerment when faced with difficult behaviour,https://www.udemy.com/course/tackling-difficult-people-with-barry-winbolt-msc/,https://img-c.udemycdn.com/course/750x422/816354_ac35_2.jpg
Radiate Confidence: How to Create a 1000 Watt Presence,120600,4.57,77340,13919,6 hours,English,Paid,Alexa Fischer,43823,1,52,2013-11-18,2020-07-12,3499.0,449.0,All Levels,Personal Development,Confidence,No,"Helping you unlock your inner light, or presence, so you can easily, effortlessly connect with everyone you meet.",https://www.udemy.com/course/1000-watt-presence/,https://img-c.udemycdn.com/course/750x422/120600_4077_7.jpg
Management Skills: New Manager Training - 2022,988524,4.54,71519,13912,12 hours,English,Paid,"Lawrence M. Miller, Institute for Leadership Excellence",2042582,1,90,2016-12-03,2022-02-21,3499.0,449.0,All Levels,Personal Development,Management Skills,Yes,"Management Skills Certification in Developing People, Leading Teams & Process Improvement in the New Hybrid Work Culture",https://www.udemy.com/course/the-new-manager-managing-people-teams-processes/,https://img-c.udemycdn.com/course/750x422/988524_8235_7.jpg
Assertiveness Basics: The 50-minute Communication Guide,792270,4.49,54534,13896,1 hour,English,Paid,Dr. Roy Naraine and Adam Naraine and Jimmy Naraine,"2061762, 7657676, 1859852",3,24,2016-03-15,2021-12-13,3399.0,449.0,All Levels,Personal Development,Assertiveness,Yes,Communication Skills. Confidence. Body Language. Stress Management. Social Dynamics. Personal Development.,https://www.udemy.com/course/assertiveness-basics-the-30-minute-communication-guide/,https://img-c.udemycdn.com/course/750x422/792270_7d86_2.jpg
Workplace Communication: You Can Speak Up at Meetings!,363274,4.62,63615,13743,29 hours,English,Paid,TJ Walker,2565950,1,604,2014-12-11,2022-11-05,3499.0,449.0,All Levels,Personal Development,Business Communication,Yes,You Can Learn to Speak up At Anytime Knowing how To Look and Sound Your Best in Meetings,https://www.udemy.com/course/how-to-speak-up-at-meetings/,https://img-c.udemycdn.com/course/750x422/363274_6346_4.jpg
Modern Productivity — Superhuman Focus In A Distracted World,1434492,4.57,44564,13691,2 hours,English,Paid,Brad Merrill,11355780,1,30,2017-11-16,2021-11-19,3499.0,449.0,All Levels,Personal Development,Personal Productivity,No,"Boost your productivity, reclaim your focus, and achieve your goals with this proven approach to personal productivity!",https://www.udemy.com/course/modern-productivity/,https://img-c.udemycdn.com/course/750x422/1434492_9e1e_3.jpg
"Emotional Intelligence: Master Anxiety, Fear, & Emotions",1119356,4.48,60289,13399,7 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,50,2017-02-28,2022-11-03,3499.0,449.0,All Levels,Personal Development,Emotional Intelligence,Yes,"Emotional Intelligence: Techniques for Recognizing, Overcoming, & Coping with Negative Emotions  like Anxiety & Fear",https://www.udemy.com/course/master-your-emotions-uncertainty-stress-anxiety-and-fear/,https://img-c.udemycdn.com/course/750x422/1119356_9abd_2.jpg
Learn to Fully Charge Your Work & Life by Tom Rath,615274,4.61,26201,13336,3 hours,English,Paid,Tom Rath,11875736,1,65,2015-09-28,2015-12-17,3399.0,449.0,All Levels,Personal Development,Personal Development,No,"Learn the keys to leading your best, fully-charged life from Tom Rath, the best-selling author of StrengthsFinder.",https://www.udemy.com/course/learn-to-fully-charge-your-work-life-by-tom-rath/,https://img-c.udemycdn.com/course/750x422/615274_84bb.jpg
The Stress Detox: A Stress Management Framework for Leaders,2522376,4.5,25081,13133,1 hour,English,Paid,Ritu Riyat,71364056,1,24,2019-08-28,2021-03-07,7900.0,7900.0,Beginner Level,Personal Development,Stress Management,No,"3 step framework for stress management, anxiety relief, and improved emotional intelligence using applied meditation",https://www.udemy.com/course/stress-management-reduce-stress-and-burnout-in-the-workplace/,https://img-c.udemycdn.com/course/750x422/2522376_f424_2.jpg
How to be Successful: Create A Growth Mindset For Success,1007674,4.58,46814,13015,1 hour,English,Paid,Life Progression Project,18711242,1,16,2016-11-17,2019-10-20,3399.0,449.0,All Levels,Personal Development,Growth Mindset,No,"Learn to create a growth mindset that attracts success. Create & achieve your goals, learn how successful people think!",https://www.udemy.com/course/growth-mindset-learn-to-shift-your-mindset-to-reach-success/,https://img-c.udemycdn.com/course/750x422/1007674_5355_13.jpg
"Mindfulness Practitioner Diploma (Level I, II, III & Master)",1141368,4.48,87345,12284,60.5 hours,English,Paid,Kain Ramsay and The Academy of Modern Applied Psychology,"3890126, 50670208",2,283,2017-06-29,2022-10-17,3499.0,449.0,All Levels,Personal Development,Mindfulness,Yes,"Discover mindfulness, an ancient wisdom-based discipline that leads to profound self-awareness and personal development.",https://www.udemy.com/course/mindfulness-training-course-online-mindfulness-practitioner/,https://img-c.udemycdn.com/course/750x422/1141368_f2e7_10.jpg
Business Etiquette 101: Social Skills for Success,802818,4.52,28670,12238,4 hours,English,Paid,Kara Ronin,19784786,1,29,2016-04-12,2022-01-03,3499.0,449.0,All Levels,Personal Development,Business Etiquette,Yes,"Master Social Skills in Business, Increase Confidence and Self-Esteem, Conversation Skills, Networking, Digital Brand",https://www.udemy.com/course/business-etiquette-101-social-skills-for-success/,https://img-c.udemycdn.com/course/750x422/802818_78d3_5.jpg
Boost Your Career Success by Developing Your Soft Skills,479988,4.36,21605,12116,1 hour,English,Paid,Denise Fletcher,6295286,1,16,2016-11-02,2019-08-14,2299.0,449.0,All Levels,Personal Development,Personal Development,No,Assess your personal development skill gaps with the Success@Work Model. Create your action plan to boost career success,https://www.udemy.com/course/personal-development-for-success/,https://img-c.udemycdn.com/course/750x422/479988_207d_7.jpg
Business Communication Skills: Business Writing & Grammar,2323470,4.49,54758,11781,17 hours,English,Paid,Alex Genadinik,4116740,1,257,2019-06-12,2022-11-08,3499.0,449.0,Beginner Level,Personal Development,Business Communication,Yes,"Professional communication skills: Business writing, English grammar, business English, email, and presentations skills",https://www.udemy.com/course/professional-communication-and-business-writing/,https://img-c.udemycdn.com/course/750x422/2323470_7191_7.jpg
Personal Branding: Strengthen Your Professional Reputation,563556,4.49,21850,11245,1.5 hours,English,Paid,Joseph Liu,14459660,1,24,2017-06-13,2019-02-09,7900.0,7900.0,Beginner Level,Personal Development,Personal Branding,No,"Stand out to hiring managers, land your next promotion, and reach more clients",https://www.udemy.com/course/personal-branding-intro/,https://img-c.udemycdn.com/course/750x422/563556_9676_5.jpg
"Boost Your Productivity: Adapt, Improve, Do!",991578,4.53,38248,10613,1 hour,English,Paid,Doru Catana,255202,1,9,2016-11-08,2016-11-08,2299.0,449.0,All Levels,Personal Development,Personal Productivity,No,"Get increased productivity with a boost in willpower, habits, motivation, goal setting and decision making process.",https://www.udemy.com/course/self-mastery/,https://img-c.udemycdn.com/course/750x422/991578_78d7.jpg
Master your brain: Neuroscience for personal development,277654,4.52,73899,10384,8 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,80,2014-10-24,2022-01-12,3499.0,449.0,All Levels,Personal Development,Neuroscience,Yes,"Discover how this approach can help with stress, self confidence, motivation, change, communication, relations, ...",https://www.udemy.com/course/my-brain-and-i/,https://img-c.udemycdn.com/course/750x422/277654_7a46_8.jpg
Be Happier with Positive Psychology,791690,4.53,24747,9975,1.5 hours,English,Paid,"Andrew Luttrell, Ph.D.",12056666,1,37,2016-03-15,2020-03-02,3299.0,449.0,All Levels,Personal Development,Positive Psychology,No,The Science of Psychology & Happiness Shows Tested Ways to Increase Your Well-Being and Life Satisfaction,https://www.udemy.com/course/happier-positive-psychology-happiness/,https://img-c.udemycdn.com/course/750x422/791690_95af_2.jpg
Meditation and the Evolution of Consciousness with Daaji,1217180,4.58,32188,9921,7 hours,English,Paid,Kamlesh D. Patel and Heartfulness.org HFN,"31900778, 37598604",2,21,2017-09-20,2017-10-07,799.0,449.0,All Levels,Personal Development,Consciousness,Yes,"Guided heartfulness meditation for beginners |Learn to meditate for happiness, improved well being and reducing stress",https://www.udemy.com/course/the-evolution-of-consciousness-heartfulness-meditation/,https://img-c.udemycdn.com/course/750x422/1217180_e6e2_3.jpg
The Science of Leadership,361272,4.47,36537,9127,3 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,34,2014-12-10,2022-03-04,3499.0,449.0,All Levels,Personal Development,Leadership,No,"Leadership, management techniques and communication skills based on research from neuroscience to social psychology",https://www.udemy.com/course/neuromanagement/,https://img-c.udemycdn.com/course/750x422/361272_a767_15.jpg
How to Build Confidence in Your Abilities,1116388,4.54,54284,9073,1 hour,English,Paid,Martin Meadows,19318374,1,15,2017-02-27,2017-02-22,799.0,449.0,All Levels,Personal Development,Confidence,No,Overcome Your Limiting Beliefs and Achieve Your Goals,https://www.udemy.com/course/how-to-build-confidence-in-your-abilities/,https://img-c.udemycdn.com/course/750x422/1116388_6fcb.jpg
[2022] Career Hacking: World's Bestselling Job Search Course,266590,4.66,73052,8705,6 hours,English,Paid,Davis Jones and Eazl (Official) and Ludell Jones,"6096074, 8481180, 27599536",3,119,2014-07-31,2022-04-19,2699.0,449.0,All Levels,Personal Development,Interviewing Skills,Yes,"Supercharge your job search! Boost your resume, LinkedIn® Profile, cover letter, interviewing & networking skills +more!",https://www.udemy.com/course/golden-gate-bridge/,https://img-c.udemycdn.com/course/750x422/266590_f175_22.jpg
"Presenting with Confidence: Prepare, Practice and Perform!",1258722,4.57,19503,8682,2 hours,English,Paid,Alexa Fischer,43823,1,26,2017-07-03,2020-05-08,3299.0,449.0,Beginner Level,Personal Development,Presentation Skills,No,Become a confident public speaker and deliver engaging presentations.,https://www.udemy.com/course/1000-watt-presenting-how-to-prepare-practice-and-perform/,https://img-c.udemycdn.com/course/750x422/1258722_7aaf_4.jpg
CONFIDENCE and SELF ESTEEM: Develop Confident Body Language,1401738,4.55,33280,8648,2.5 hours,English,Paid,Jimmy Naraine and Jimmy Naraine Support,"1859852, 137189967",2,39,2017-10-25,2022-10-22,3499.0,449.0,All Levels,Personal Development,Body Language,Yes,Learn how to feel and look more CONFIDENT & COMFORTABLE with proven body language tools. TOP-Rated body language course,https://www.udemy.com/course/confident-body-language-master-non-verbal-communication/,https://img-c.udemycdn.com/course/750x422/1401738_eca6_3.jpg
Neuroscience for parents: How to raise amazing kids,382966,4.67,64036,8591,3.5 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,39,2015-03-24,2022-01-13,3399.0,449.0,All Levels,Personal Development,Parenting,Yes,"Parenting to help your children develop a healthy brain, self esteem and trust. nurture their talents and bond with them",https://www.udemy.com/course/neuroscience-and-parenting/,https://img-c.udemycdn.com/course/750x422/382966_c5db_7.jpg
Anxiety and Stress - Best Practices for Reducing Stress,1918258,4.59,20979,8432,2 hours,English,Paid,Chris Croft,12250180,1,33,2019-06-03,2020-03-28,3399.0,449.0,All Levels,Personal Development,Anxiety Management,No,Master Anxiety and Stress - a practical approach to achieving joy & control,https://www.udemy.com/course/anxiety-and-stress/,https://img-c.udemycdn.com/course/750x422/1918258_3ed7.jpg
21 Day Crash Course in Emotional Intelligence,373312,4.51,30753,8381,3.5 hours,English,Paid,Dr. Patricia Thompson,9608840,1,28,2015-05-27,2022-01-14,2299.0,449.0,Beginner Level,Personal Development,Emotional Intelligence,No,"Increase your E.Q. and transform your relationships with psychologist and author, Dr. Patricia Thompson.",https://www.udemy.com/course/eq-crash-course/,https://img-c.udemycdn.com/course/750x422/373312_422c_5.jpg
Smart Tips: Time Management & Productivity,2355474,4.58,25855,8280,3 hours,English,Paid,Chris Croft,12250180,1,67,2019-07-22,2022-03-08,3499.0,449.0,All Levels,Personal Development,Time Management,No,Master time management and equip yourself with tools and strategies to be highly productive at work and home.,https://www.udemy.com/course/productivity-smart-tips/,https://img-c.udemycdn.com/course/750x422/2355474_d828_6.jpg
"Master your Decision-Making, and Critical Thinking Skills !",1266526,4.5,24388,8266,4.5 hours,English,Paid,Sivakami S ; MBA ; Leadership Research,31081028,1,61,2017-07-16,2022-09-24,3299.0,449.0,All Levels,Personal Development,Decision Making,Yes,"Research Based Decision Making, Critical Thinking, & Problem Solving Strategies; for Leadership and Management !",https://www.udemy.com/course/leadership-science-for-decision-making/,https://img-c.udemycdn.com/course/750x422/1266526_1351_19.jpg
Life Purpose Life Coach Certification (Accredited),610740,4.64,39879,8213,7 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,66,2015-09-22,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Purpose,Yes,Become a Certified Life Purpose Coach! Learn powerful tools & strategies to help clients find their purpose & passion.,https://www.udemy.com/course/life-purpose-coach-certification/,https://img-c.udemycdn.com/course/750x422/610740_37ef_5.jpg
How to Develop Emotional Resilience to Manage Stress,172336,4.6,28048,8150,3.5 hours,English,Paid,Robin Hills,3860020,1,87,2014-09-05,2022-09-20,3499.0,449.0,Intermediate Level,Personal Development,Stress Management,Yes,A comprehensive course on the role our emotions play in developing our abilities to cope with stress and pressure.,https://www.udemy.com/course/emotional-resilience/,https://img-c.udemycdn.com/course/750x422/172336_6e85_6.jpg
2022 Complete Public Speaking Masterclass For Every Occasion,1576710,4.54,97478,8016,31 hours,English,Paid,TJ Walker,2565950,1,602,2018-03-03,2022-06-06,3499.0,449.0,All Levels,Personal Development,Public Speaking,Yes,"TJ Walker's Incredibly Thorough and Comprehensive Public Speaking Course for Every Situation, Audience and Skill Level",https://www.udemy.com/course/the-complete-public-speaking-masterclass-for-every-occasion/,https://img-c.udemycdn.com/course/750x422/1576710_292f_5.jpg
10X SUPERHUMAN Learning: Speed Reading & Memory Booster,571876,4.74,72815,7915,14 hours,English,Paid,Silviu Marisk - Effective Learning Lab,5274990,1,229,2015-08-04,2022-08-17,3499.0,449.0,All Levels,Personal Development,Speed Reading,No,"Learn Anything Fast: ADVANCED Speed Reading (800 WPM), up to 4 Hours of LASER-LIKE Focus, SOLID Memory, FAST Note-Taking",https://www.udemy.com/course/learn-speed-reading-memory-techniques/,https://img-c.udemycdn.com/course/750x422/571876_9f9e_4.jpg
Confidence Blueprint: Develop Confidence & a Growth Mindset,1466514,4.6,15817,7441,4 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,49,2017-12-19,2022-11-03,3499.0,449.0,All Levels,Personal Development,Confidence,No,"Unstoppable self confidence & self esteem! Stop holding yourself back, overcome self-doubt, & fulfill your potential.",https://www.udemy.com/course/develop-true-confidence-and-a-growth-mindset/,https://img-c.udemycdn.com/course/750x422/1466514_2a12_2.jpg
"Sounds True's Freedom to Choose Something Different, Part 1",796124,4.75,39591,7000,5 hours,English,Paid,Pema Chödrön and Sounds True,"12542348, 5396724",2,13,2016-03-31,2016-07-19,3499.0,449.0,All Levels,Personal Development,Mindfulness,No,Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,https://www.udemy.com/course/freedom-to-choose-something-different-by-pema-chodron-pt-1/,https://img-c.udemycdn.com/course/750x422/796124_1eaf.jpg
How to Build Self-Discipline,720732,4.61,23200,6526,1.5 hours,English,Paid,Martin Meadows,19318374,1,20,2016-03-01,2016-12-22,999.0,449.0,All Levels,Personal Development,Self-Discipline,Yes,Resist Temptations and Reach Your Long-Term Goals,https://www.udemy.com/course/how-to-build-self-discipline/,https://img-c.udemycdn.com/course/750x422/720732_2948_2.jpg
Transformational Leadership & Leading Corporate Culture,1136898,4.51,14305,6454,3.5 hours,English,Paid,"Lawrence M. Miller, Institute for Leadership Excellence",2042582,1,27,2017-06-29,2017-12-19,3399.0,449.0,All Levels,Personal Development,Leadership,No,The Nine Principles of Transformational Leadership That Build Winning Teams and Culture,https://www.udemy.com/course/leadership-the-transforming-power-of-principles/,https://img-c.udemycdn.com/course/750x422/1136898_2fc3_3.jpg
Difficult Conversations: Master Difficult Conversations,1379522,4.44,16766,6249,1 hour,English,Paid,Life Progression Project and Lorraine Wiseman,"18711242, 33151704",2,35,2017-10-06,2018-05-12,3499.0,449.0,All Levels,Personal Development,Difficult Conversations,Yes,"Difficult Conversations: Master Difficult Conversations, Communication Styles, Power Of Silence, How To be Persuasive",https://www.udemy.com/course/difficult-conversations-master-difficult-conversations/,https://img-c.udemycdn.com/course/750x422/1379522_70ec.jpg
Pitch Yourself! Learn to Ignite Curiosity + Inspire Action.,19645,4.45,25496,6126,1.5 hours,English,Paid,Alexa Fischer,43823,1,43,2012-06-21,2020-05-16,1999.0,449.0,All Levels,Personal Development,Personal Networking,Yes,"Learn to speak about your work with clarity, ease and authenticity.  Never fear the question, ""What do you do?"" again!",https://www.udemy.com/course/market-your-message-ignite-curiosity-inspire-action/,https://img-c.udemycdn.com/course/750x422/19645_ef6a_12.jpg
"The Complete Resume, LinkedIn & Get Your Dream Job Course!",904526,4.61,110605,6095,12 hours,English,Paid,Chris Haroun,14942868,1,282,2016-08-18,2022-08-11,3499.0,449.0,All Levels,Personal Development,Job Search,Yes,By an Award Winning MBA Prof. Who Successfully Changed Careers from Goldman to Consulting to VC to Hedge Funds to Tech.,https://www.udemy.com/course/thecompletejobinterviewresumenetworknewcareerguide/,https://img-c.udemycdn.com/course/750x422/904526_9e71_11.jpg
Communicating with Empathy,4315528,4.58,11122,6064,1 hour,English,Paid,Elizabeth Pierce,6069012,1,23,2021-10-29,2022-01-14,2299.0,449.0,All Levels,Personal Development,Empathy,Yes,Understanding and applying empathy personally and professionally.,https://www.udemy.com/course/communicating_with_empathy/,https://img-c.udemycdn.com/course/750x422/4315528_a2aa_2.jpg
Become a SpeedDemon 1: Productivity Tricks to Have More Time,177706,4.31,42060,6046,2.5 hours,English,Paid,Jonathan Levi and SuperHuman Academy®,"1603568, 75469214",2,38,2014-11-16,2021-03-01,3299.0,449.0,All Levels,Personal Development,Personal Productivity,No,The original and most popular course on productivity and automation. We suggest choosing our updated version 2 instead!,https://www.udemy.com/course/become-a-speeddemon-hack-automation-focus-efficiency-to-have-more-time/,https://img-c.udemycdn.com/course/750x422/177706_44e7_3.jpg
Conscious Business: Building Collaborative & Engaged Teams,673574,4.6,16291,5933,1.5 hours,English,Paid,Conscious Business Institute - Peter Matthies,4593024,1,18,2015-11-20,2021-09-10,7500.0,7500.0,All Levels,Personal Development,Business Strategy,Yes,"Chapter 2: Create engagement & accountability, build collaborative teams, get 4 steps to make every relationship work.",https://www.udemy.com/course/module-2-chapter-2-fulfilling-relationships-great-teams/,https://img-c.udemycdn.com/course/750x422/673574_c1a1_8.jpg
